hastus_id,translink_id,description,street_name,nearest_cross_street,lat,long,suburb,bus_stop_type,tactile_ground_surf_indicat_y_n,boarding_point,road_gradient,cross_fall,date_of_last_audit,btn_both
1336,302862,Gilday Street - 12,Latrobe Tce,Gilday St,-27.459042,152.993397,PADDINGTON,Regular with seat,N,NA,NA,NA,17/04/2007,TRUE
1337,302863,Trammies' Corner - 11,Latrobe Tce,Prince St,-27.458323,152.995067,PADDINGTON,Regular with seat,N,Medium,Medium,Hard,17/04/2007,TRUE
1338,302864,"Paddington Central"""""""" Latrobe Terrace - 10",Latrobe Tce,Warmington St,-27.459135,152.998149,PADDINGTON,Intermediate,Y,Medium,Medium,Easy,17/04/2007,TRUE
1341,302874,Trammies' Corner - 11,Latrobe Tce,Prince St,-27.458437,152.99495,PADDINGTON,Intermediate,N,Medium,Medium,Hard,17/04/2007,TRUE
1342,303703,Rosalie Shops - 9,Baroona Rd,Bayswater St,-27.466264,152.997734,PADDINGTON,Regular with seat,N,Easy,Easy,Easy,13/04/2007,TRUE
1343,303702,Rosalie Shops - 9,Baroona Rd,Bayswater St,-27.466129,152.997791,PADDINGTON,Intermediate,N,Medium,Easy,Medium,13/04/2007,TRUE
1344,303700,Elizabeth - Murruba - 11,Elizabeth St,Murruba St,-27.464613,152.993377,PADDINGTON,Intermediate,Y,Medium,Medium,Hard,30/03/2012,TRUE
1345,303708,Elizabeth - Murruba - 11,Elizabeth St,Murruba St,-27.464741,152.993379,PADDINGTON,Regular with seat,N,Hard,Medium,Hard,13/04/2007,TRUE
1346,303707,Elizabeth St - Rosalie - 10A,Elizabeth St,Nash St,-27.465041,152.995373,PADDINGTON,Regular,Y,NA,NA,NA,6/07/2012,TRUE
1347,303701,Nash Street - 10,Elizabeth St,Nash St,-27.465084,152.996515,PADDINGTON,Intermediate,N,Medium,Easy,Hard,13/04/2007,TRUE
1348,303706,Nash Street - 10,Nash St,Elizabeth St,-27.465367,152.996814,PADDINGTON,Regular with seat,Y,NA,NA,NA,13/04/2007,TRUE
1350,303699,Norm Buchan Pk East - 12,Rainworth Rd,Baroona Rd,-27.46558,152.991559,BARDON,Intermediate,N,Medium,Medium,Hard,13/04/2007,TRUE
1351,303697,Norm Buchan Park West - 14,Rainworth Rd,Boundary St,-27.467206,152.988427,BARDON,Intermediate,N,Medium,Hard,NA,13/04/2007,TRUE
1352,303711,Norm Buchan Pk West - 14,Rainworth Rd,Rouen Rd,-27.467427,152.988384,BARDON,Regular with seat,Y,NA,NA,NA,13/04/2007,TRUE
1353,303710,Norm Buchan Pk Central - 13,Rainworth Rd,Barton St,-27.466522,152.989621,BARDON,Regular,Y,NA,NA,NA,13/04/2007,TRUE
1354,302877,Macgregor Tce - Tooth - 14,Macgregor Tce,Garfield Dr,-27.458992,152.988274,BARDON,Regular with seat,N,Medium,Hard,Easy,17/04/2007,TRUE
1356,302860,Macgregor Tce - Tooth - 14,Macgregor St,Tooth Av,-27.458537,152.988136,BARDON,Regular with seat,N,Hard,Medium,Medium,17/04/2007,TRUE
1357,302859,"Bardon"""""""" MacGregor Terrace",Macgregor St,Rockbourne Tce,-27.458036,152.986977,BARDON,Regular with seat,N,Medium,Easy,Easy,12/11/2008,TRUE
1358,NA,Bardon,Macgregor Tce,NA,-27.458137,152.986979,BARDON,Regular with seat,NA,NA,NA,NA,NA,TRUE
1360,303719,"Bardon"""""""" Simpsons Road",Simpsons Rd,Macgregor Tce,-27.458414,152.98529,BARDON,Intermediate,Y,Medium,Medium,Easy,20/02/2011,TRUE
1361,303718,"Bardon"""""""" Simpsons Road",Simpsons Rd,Jubilee Tce,-27.458506,152.985054,BARDON,Intermediate,Y,Easy,Medium,Easy,20/02/2011,TRUE
1362,303720,Greer Street - 16,Simpsons Rd,Greer St,-27.459221,152.984458,BARDON,Regular,Y,Medium,Medium,Easy,20/02/2011,TRUE
1363,303717,Greer Street - 17A,Simpsons Rd,The Drive,-27.459815,152.982857,BARDON,Intermediate,Y,Medium,Easy,Easy,30/07/2008,TRUE
1364,303721,The Drive - 17,Simpsons Rd,The Drive,-27.460568,152.982578,BARDON,Regular,Y,Easy,Easy,Hard,13/04/2007,TRUE
1365,303716,The Drive - 17,Simpsons Rd,Carroll St,-27.461197,152.982217,BARDON,Intermediate,N,Hard,Easy,Easy,13/04/2007,TRUE
1366,NA,Left for future use - District Stop,BOUNDARY RD,NA,-27.463461,152.980355,BARDON,NA,NA,NA,NA,NA,NA,TRUE
1367,303715,Mackay Terrace - 18,Boundary Rd,Mackay Tce,-27.463824,152.981128,BARDON,Regular,N,NA,Hard,Easy,13/04/2007,TRUE
1368,303738,St Mary's - Rainworth - 17,Boundary Rd,Stokes St,-27.465073,152.982584,BARDON,Intermediate,N,Medium,NA,Medium,13/04/2007,TRUE
1369,303714,St Mary's - Rainworth - 17,Boundary Rd,Stokes St,-27.465032,152.982381,BARDON,Regular,Y,Easy,Easy,Easy,13/04/2007,TRUE
1370,303739,Rainworth School - 16,Boundary Rd,Selby St,-27.466723000000002,152.985022,BARDON,Regular with seat,N,Medium,Easy,Easy,13/04/2007,TRUE
1371,303713,Rainworth School - 16,Boundary Rd,Selby St,-27.466621,152.984516,BARDON,Intermediate,N,Medium,Medium,Medium,13/04/2007,TRUE
1372,303748,Boundary Road Roundabout - 15,Bounbary Rd,Brown St,-27.467203,152.986962,BARDON,Intermediate,N,NA,Hard,Easy,13/04/2007,TRUE
1373,303712,Boundary Rd Roundabout - 15,Boundary Rd,Brown St,-27.467397,152.986691,BARDON,Regular with seat,Y,Medium,Medium,Hard,13/04/2007,TRUE
1374,NA,Gerler Street - 15,GERLER ST,NA,-27.465761,152.985408,BARDON,NA,NA,NA,Medium,Medium,NA,TRUE
1375,NA,Gerler/Hebe - 15B,GERLER ST,NA,-27.464653,152.983549,BARDON,NA,NA,Easy,Easy,Hard,NA,TRUE
1376,NA,Gerler/Hebe - 15B,GERLER ST,NA,-27.464608,152.983661,BARDON,NA,NA,Medium,Easy,Easy,NA,TRUE
1377,NA,Gerler Street - 15,GERLER ST,NA,-27.46562,152.985543,BARDON,NA,NA,Medium,Hard,Medium,NA,TRUE
1378,NA,Mahara/Hebe - 15C,MAHARA ST,NA,-27.46402,152.985176,BARDON,NA,NA,Medium,Easy,Hard,NA,TRUE
1379,NA,Mahara/Hebe - 15C,HEBE ST,NA,-27.46411,152.985075,BARDON,NA,NA,Medium,Hard,NA,NA,TRUE
1380,NA,Warburton Street - 16,WARBURTON ST,NA,-27.463041,152.986286,BARDON,NA,NA,Medium,Hard,Medium,NA,TRUE
1381,NA,Mahara Street - 15D,ROSALIE ST,NA,-27.464142,152.986205,BARDON,NA,NA,NA,NA,NA,NA,TRUE
1382,NA,HAINING / MAIN,HAINING ST,NA,-27.468103,152.982302,BARDON,NA,NA,NA,NA,NA,NA,TRUE
1383,303759,Main Avenue - 28,Main Av,Haining St,-27.468432,152.982109,BARDON,Intermediate,N,Hard,Hard,Medium,17/04/2007,TRUE
1384,303758,Couldrey Street - 29,Couldery St,Tristania Dr,-27.469273,152.979823,BARDON,Intermediate,N,NA,NA,NA,17/04/2007,TRUE
1385,NA,Main Avenue - 28,HARWOOD ST,NA,-27.468971,152.982477,BARDON,NA,NA,Medium,Hard,Easy,NA,TRUE
1386,NA,Birdwood Terrace - District Stop,MT COOT-THA RD,NA,-27.471102,152.983156,TOOWONG,NA,NA,NA,NA,NA,NA,TRUE
1387,303763,Birdwood Corner - 19,Birdwood Tce,Rouen Rd,-27.470985,152.98552,TOOWONG,Regular with seat,N,Hard,Easy,Medium,17/04/2007,TRUE
1388,NA,Ennever Street - 27,MT COOT-THA RD,NA,-27.470897,152.984604,TOOWONG,NA,NA,Easy,Medium,Easy,NA,TRUE
1389,303762,Ennever Street - 27,Birdwood Tce,Ennever St,-27.470598,152.983963,TOOWONG,Regular with seat,N,NA,Medium,Medium,19/03/2012,TRUE
1390,303765,Harwood Street - 28A,Harwood St,Birdwood Tce,-27.470151,152.9828,BARDON,Regular,Y,Medium,Easy,Easy,20/02/2011,TRUE
1391,NA,Birdwood Terrace - District Stop,MT COOT-THA RD,NA,-27.472207,152.981543,TOOWONG,NA,NA,NA,NA,NA,NA,TRUE
1392,303757,Birdwood View - 30,Birdwood Tce,Couldery St,-27.470772,152.979732,TOOWONG,Regular with seat,Y,Medium,Medium,Easy,19/03/2012,TRUE
1394,303770,Birdwood View - 30,Birdwood Tce,Couldrey St,-27.471394,152.978962,TOOWONG,Intermediate,Y,Medium,Medium,Easy,19/03/2012,TRUE
1395,303775,"Stuartholme"""""""" Birdwood Terrace",Birdwood Tce,Walter St,-27.471347,152.976696,TOOWONG,Intermediate,N,NA,NA,NA,17/04/2007,TRUE
1396,303756,"Stuartholme"""""""" Birdwood Terrace",Birdwood Tce,Walter St,-27.471138,152.976598,TOOWONG,Intermediate,N,Medium,Easy,Hard,17/04/2007,TRUE
1401,303698,Norm Buchan Pk Central - 13,Rainworth Rd,Barton St,-27.4663,152.989759,BARDON,Intermediate,N,Medium,Easy,Medium,13/04/2007,TRUE
1402,NA,"Botanic Gardens"""""""" Mt Coot-tha Road",MT COOT-THA RD,NA,-27.475255,152.97953,MOUNT COOT-THA,NA,NA,NA,NA,NA,NA,TRUE
1403,303773,"Botanic Gardens"""""""" Mt Coot-tha Road",Mt Coot-Tha Rd,Richer St,-27.475209,152.979681,TOOWONG,Intermediate,N,Medium,Easy,Easy,17/04/2007,TRUE
1405,303771,"Botanic Gardens""""""""",MT COOT-THA RD,Botanic Gardens,-27.475303,152.976656,MOUNT COOT-THA,Regular,Y,Medium,Hard,Medium,28/06/2011,TRUE
1410,303776,Stuartholme College - 32,Birdwood Tce,Stuartholme Rd,-27.470656,152.975302,TOOWONG,Intermediate,Y,Medium,Hard,Hard,17/04/2007,TRUE
1411,303777,"Rainworth"""""""" Stuartholme Road",Stuartholme Rd,Leworthy St,-27.463851,152.979139,BARDON,Intermediate,Y,Medium,Medium,Easy,19/11/2010,TRUE
1412,303732,Sixth Ave - Stokes - 20/18,Sixth Av,Stokes St,-27.465887,152.980502,BARDON,Intermediate,N,Medium,Medium,Hard,13/04/2007,TRUE
1413,303737,"Rainworth"""""""" Stuartholme Road",Stuartholme Rd,Sixth Av,-27.463691,152.979847,BARDON,Intermediate,Y,Medium,Medium,Easy,19/11/2010,TRUE
1414,303733,Leworthy Shops - 19,Leworthy St,Stuartholme Rd,-27.463471,152.979067,BARDON,Regular,Y,Easy,Medium,Easy,20/02/2011,TRUE
1415,303731,Leworthy Shops - 19,Leworthy St,Stuartholme Rd,-27.463415,152.979173,BARDON,Intermediate,N,Medium,Medium,Hard,13/04/2007,TRUE
1416,NA,Leworthy Street - 20,NA,NA,-27.461914,152.977395,BARDON,NA,NA,NA,NA,NA,NA,TRUE
1417,NA,Simpsons Road - 19,SIMPSONS RD,NA,-27.462444,152.979677,BARDON,NA,NA,NA,NA,NA,NA,TRUE
1418,302949,Kennedy Terrace - 13,Kennedy Tce,Warmington St,-27.455868,152.999226,PADDINGTON,Regular,Y,NA,NA,NA,18/04/2007,TRUE
1419,302950,Kennedy Terrace - 13A,Kennedy Tce,Morris St,-27.455929,152.997449,PADDINGTON,Regular with seat,N,Hard,Medium,Easy,18/04/2007,TRUE
1420,302951,Kennedy Terrace - 14,Kennedy Tce,Wake St,-27.454368,152.996346,PADDINGTON,Regular,N,NA,Hard,Easy,18/04/2007,TRUE
1421,302952,Kennedy Terrace - 15/16,Kennedy Tce,Primrose Tce,-27.453671,152.993542,PADDINGTON,Regular,Y,NA,NA,NA,18/04/2007,TRUE
1422,302953,Kennedy Terrace - 17,Kennedy Tce,Brindle St,-27.45361,152.991238,PADDINGTON,Intermediate,Y,Medium,Hard,Easy,18/04/2007,TRUE
1423,302954,Kennedy Terrace - 18,Kennedy Tce,Jubilee Tce,-27.454301,152.988898,PADDINGTON,Regular with seat,N,Hard,Medium,Easy,18/04/2007,TRUE
1424,302858,Kennedy Terrace - 19,Jubilee Tce,Accession St,-27.45554,152.987514,BARDON,Regular with seat,N,Hard,Hard,Medium,17/04/2007,TRUE
1425,302955,Kennedy Terrace - 18,Kennedy Tce,Lizzie St,-27.454119,152.98922,PADDINGTON,Regular with seat,Y,NA,NA,NA,18/04/2007,TRUE
1426,302956,Kennedy Terrace - 17,Kennedy Tce,Brindle St,-27.453507,152.991545,PADDINGTON,Intermediate,Y,Medium,Medium,Hard,18/04/2007,TRUE
1427,302957,Kennedy Terrace - 15/16,Kennedy Tce,Primrose Tce,-27.453483,152.994112,PADDINGTON,Regular with seat,N,Hard,Hard,Hard,18/04/2007,TRUE
1428,302958,Kennedy Terrace - 14,Kennedy Tce,Grove St,-27.45457,152.996898,PADDINGTON,Intermediate,Y,NA,NA,NA,18/04/2007,TRUE
1429,302959,Kennedy Terrace - 13,Kennedy Tce,Thomas St,-27.455779,152.99945,PADDINGTON,Intermediate,N,Medium,NA,Medium,18/04/2007,TRUE
1430,302978,Arthur Terrace - 13,Arthur Tce,Fred St,-27.453142,152.999364,RED HILL,Regular with seat,Y,NA,Medium,Medium,18/04/2007,TRUE
1431,302945,Arthur Terrace - 13,Arthur Tce,Kent St,-27.453022,152.999445,RED HILL,Regular with seat,N,NA,Hard,Easy,18/04/2007,TRUE
1432,302979,Arthur Terrace - 14,Arthur Tce,Vowles St,-27.452074,152.998377,RED HILL,Regular with seat,Y,Medium,Easy,Easy,18/04/2007,TRUE
1433,302944,Arthur Terrace - 14,Arthur Tce,Dyne St,-27.451891,152.998201,RED HILL,Intermediate,N,Medium,Easy,Easy,18/04/2007,TRUE
1434,302857,"Jubilee"""""""" Jubilee Terrace",Jubilee Tce,Effie St,-27.452989,152.988472,BARDON,Intermediate,Y,NA,NA,NA,19/11/2010,TRUE
1435,302938,"Jubilee"""""""" Jubilee Terrace",Jubilee Tce,Effie St,-27.453522,152.988232,BARDON,Intermediate,Y,Medium,Easy,Easy,19/11/2010,TRUE
1436,302715,Accession Street - 21,Empress Tce,Coronation St,-27.452534,152.985856,BARDON,Intermediate,Y,NA,NA,NA,13/04/2007,TRUE
1437,302714,Accession Street - 20,Accession St,Empress Tce,-27.454799,152.985986,BARDON,Regular with seat,Y,Medium,Easy,Medium,16/12/2009,TRUE
1438,302716,Coronation Street - 22,Coronation St,Jubilee Tce,-27.452483,152.988128,BARDON,Regular,Y,Medium,Hard,Hard,13/04/2007,TRUE
1439,303728,Bardon Treetops - 22A,Simpsons Rd,Macrae Rd,-27.461288,152.970667,BARDON,Intermediate,Y,Hard,Medium,Medium,13/04/2007,TRUE
1440,303726,Bardon Treetops - 22A,Simpsons Rd,Macrae Rd,-27.461407,152.970715,BARDON,Regular,Y,Hard,Medium,Easy,13/04/2007,TRUE
1441,302717,Coronation Street - 22,Coronation St,Jubilee Tce,-27.452584,152.988068,BARDON,Regular,Y,NA,NA,NA,13/04/2007,TRUE
1442,303729,Bardon School - 21,Simpsons Rd,Gordon Rd,-27.459427,152.972513,BARDON,Intermediate,Y,Medium,Hard,Hard,13/04/2007,TRUE
1443,303725,Bardon School - 21,Simpsons Rd,Gordon Rd,-27.45971,152.972352,BARDON,Regular,N,NA,Hard,Medium,13/04/2007,TRUE
1444,303724,Bowman Park - 20,Simpsons Rd,Morgan Tce,-27.459386,152.976316,BARDON,Regular with seat,Y,Easy,Hard,Medium,30/03/2012,TRUE
1445,303730,Bowman Park - 20,Simpsons Rd,Morgan Tce,-27.459283,152.976475,BARDON,Intermediate,Y,Hard,Hard,Easy,20/03/2010,TRUE
1447,303735,Chiswick Road West - 19,Chiswick Rd,Simpsons Rd,-27.459584,152.978403,BARDON,Intermediate,Y,NA,NA,NA,13/04/2007,TRUE
1448,303723,Chiswick Road West - 19,Chiswick Rd,Cecil Rd,-27.459939,152.979221,BARDON,Regular with seat,Y,Medium,Hard,Hard,13/04/2007,TRUE
1449,NA,Chiswick Road East - 18,CHISWICK RD,NA,-27.460702,152.980958,BARDON,NA,NA,NA,NA,NA,NA,TRUE
1450,NA,Chiswick Road East - 18,CHISWICK RD,NA,-27.460885,152.98101,BARDON,NA,NA,NA,NA,NA,NA,TRUE
1451,302720,Coopers Camp Road - 26,Coopers Camp Rd,Lewin St,-27.456357,152.98403,BARDON,Regular,Y,NA,NA,NA,13/04/2007,TRUE
1452,302721,Coopers Camp Road - 27,Coopers Camp Rd,Cecil Rd,-27.455596,152.982312,BARDON,Regular with seat,Y,Medium,Easy,Medium,13/04/2007,TRUE
1453,302742,Coopers Camp Road - 27,Coopers Camp Rd,Cecil Rd,-27.455503,152.982418,BARDON,Regular with seat,N,NA,Easy,Medium,13/04/2007,TRUE
1454,302722,Coopers Camp Road - 28,Coopers Camp Rd,Callum La,-27.453853,152.981246,BARDON,Regular with seat,Y,NA,NA,NA,20/02/2011,TRUE
1455,302741,Coopers Camp Road - 28,Coopers Camp Rd,Callum La,-27.453641,152.981254,BARDON,Regular with seat,Y,Medium,Easy,Hard,13/04/2007,TRUE
1456,302723,"Coopers Camp Road"""""""" Coopers Camp Road",Coopers Camp Rd,Fletcher Pde,-27.452595,152.979963,BARDON,Regular,Y,Medium,Medium,Hard,13/04/2007,TRUE
1457,302740,"Coopers Camp Road"""""""" Coopers Camp Road",Coopers Camp Rd,Fletcher Pde,-27.452531,152.980093,BARDON,Intermediate,N,Medium,Hard,Medium,13/04/2007,TRUE
1458,NA,COOPERS CAMP / SUNRISE,NA,NA,-27.451495,152.978832,ASHGROVE,NA,NA,NA,NA,NA,NA,TRUE
1459,302729,Davies Road - 35,Davies Rd,View Pde,-27.451955,152.976229,ASHGROVE,Regular,Y,NA,NA,NA,13/04/2007,TRUE
1460,NA,Davies Road - 35,DAVIES RD,NA,-27.451923,152.976361,ASHGROVE,NA,NA,Medium,Medium,Easy,NA,TRUE
1461,NA,Davies Road - 34,DAVIES RD,NA,-27.452964,152.975201,ASHGROVE,NA,NA,Medium,Medium,Easy,NA,TRUE
1462,302728,Davies Road - 34,Davies Rd,Barnett Rd,-27.453591,152.975119,ASHGROVE,Regular,Y,NA,NA,NA,13/04/2007,TRUE
1463,NA,Davies Road - 33,COOLIBAH ST,NA,-27.454887,152.97583,ASHGROVE,NA,NA,Medium,Easy,Easy,NA,TRUE
1465,302733,Stephenson Street - 32,Stephenson St,Bowman Pde,-27.455667,152.97788,BARDON,Regular,Y,Medium,Easy,Easy,20/02/2011,TRUE
1466,NA,Stephenson Street - 32,STEPHENSON ST,NA,-27.455804,152.977811,BARDON,NA,NA,Medium,Easy,Easy,NA,TRUE
1467,302734,Dawn Street - 31,Dawn St,Moonya St,-27.453934,152.978736,BARDON,Regular,Y,NA,NA,NA,13/04/2007,TRUE
1468,302725,Dawn Street - 31,Dawn St,Moonya St,-27.453938,152.97886,BARDON,Regular,Y,Medium,Hard,Easy,19/11/2010,TRUE
1469,302735,Dawn Street - 30,Dawn St,Sunrise St,-27.452623,152.978968,BARDON,Regular with seat,Y,Medium,NA,Easy,30/03/2012,TRUE
1470,302724,Dawn Street - 30,Dawn St,Sunrise St,-27.452538,152.979056,BARDON,Intermediate,Y,Medium,Easy,Medium,13/04/2007,TRUE
1471,NA,Coopers Camp Road  - 26,COOPERS CAMP RD,NA,-27.456091,152.984395,BARDON,NA,NA,Hard,Hard,Easy,NA,TRUE
1472,302744,Lewin Street - 25,Lewin St,Empress Tce,-27.455024,152.984048,BARDON,Regular with seat,Y,Medium,Medium,Easy,28/06/2011,TRUE
1473,302713,Lewin Street - 25,Lewin St,Empress Tce,-27.455248,152.984348,BARDON,Regular with seat,Y,Medium,Medium,Easy,31/07/2011,TRUE
1474,NA,Lewin Street - 24,LEWIN ST,NA,-27.453412,152.983775,BARDON,NA,NA,Medium,Easy,Easy,NA,TRUE
1475,302712,Lewin Street - 24,Lewin St,Empress Tce,-27.453623,152.983926,BARDON,Regular,Y,Medium,Easy,Hard,31/07/2011,TRUE
1476,NA,Lewin Street - 23,LEWIN ST,NA,-27.452264,152.984057,BARDON,NA,NA,NA,Easy,Medium,NA,TRUE
1477,NA,Lewin Street - 23/22,LEWIN ST,NA,-27.451644,152.984115,BARDON,NA,NA,Medium,Hard,Medium,NA,TRUE
1478,302747,Fletcher Parade - 21,Fletcher Pde,Leslie St,-27.449577,152.984325,BARDON,Regular with seat,Y,Medium,Easy,Medium,20/02/2011,TRUE
1479,302709,Fletcher Parade - 21,Fletcher Pde,Beatrice St,-27.449673,152.984404,BARDON,Regular,Y,Medium,Medium,Easy,19/11/2010,TRUE
1480,302708,Leslie Street - 19/20,Leslie St,Glenda St,-27.449508,152.985849,BARDON,Regular,Y,Medium,Easy,Hard,19/11/2010,TRUE
1481,302748,Leslie Street - 20/19,Leslie St,Glenda St,-27.449451,152.986216,BARDON,Regular with seat,Y,Medium,Easy,Easy,13/04/2007,TRUE
1482,302749,Leslie Street - 18,Leslie St,Jubilee Tce,-27.449728,152.988191,BARDON,Intermediate,N,Hard,Hard,Hard,13/04/2007,TRUE
1483,302707,Leslie Street - 18,Leslie St,Jubilee Tce,-27.449853,152.988302,BARDON,Regular,Y,Medium,Hard,Medium,19/11/2010,TRUE
1484,302710,Lewin Street - 22,Lewin St,Beatrice St,-27.450465,152.984448,BARDON,Regular with seat,N,Hard,Medium,Hard,13/04/2007,TRUE
1485,302783,Elimatta Drive  - 19,Waterworks Rd,The Crescent,-27.445973,152.98745,ASHGROVE,Intermediate,N,Hard,Easy,Hard,17/04/2007,TRUE
1486,302854,Elimatta Drive - 19,Waterworks Rd,The Crescent,-27.445775,152.987621,ASHGROVE,Intermediate,Y,Medium,Easy,Medium,17/04/2007,TRUE
1487,302853,Hibiscus Avenue - 20,Waterworks Rd,Hibiscus Av,-27.446662,152.984749,ASHGROVE,Intermediate,N,NA,NA,NA,17/04/2007,TRUE
1488,302784,Hibiscus Avenue - 20,Waterworks Rd,Killawarra Rd,-27.44726,152.984199,ASHGROVE,Intermediate,Y,Hard,Medium,Medium,17/04/2007,TRUE
1490,302851,Myagh Road - 23/22,Waterworks Rd,Haig St,-27.447905,152.981424,ASHGROVE,Intermediate,N,Medium,Medium,Medium,17/04/2007,TRUE
1492,302786,Theale Terrace - 23,Waterworks Rd,Theale Tce,-27.448361,152.97952,ASHGROVE,Intermediate,Y,Medium,Easy,Easy,17/04/2007,TRUE
1493,303033,Oakleigh Primary - Tweed St,Tweed St,Victoria St,-27.435049,152.985836,ASHGROVE,NA,NA,NA,NA,NA,11/05/2007,TRUE
1494,302787,"West Ashgrove"""""""" Waterworks Road",Waterworks Rd,Coopers Camp Rd,-27.449218,152.977937,ASHGROVE,Intermediate,Y,Medium,Easy,Easy,17/04/2007,TRUE
1496,302737,"West Ashgrove"""""""" Coopers Camp Road",Coopers Camp Rd,Waterworks Rd,-27.448847,152.977338,ASHGROVE,Intermediate,Y,Medium,Easy,Medium,13/04/2007,TRUE
1500,302736,"West Ashgrove"""""""" Coopers Camp Road",Coopers Camp Rd,Waterworks Rd,-27.44947,152.977287,ASHGROVE,Intermediate,Y,Medium,Easy,Medium,13/04/2007,TRUE
1501,302738,Coopers Camp Road - 36A,Coopers Camp Rd,Kinkade Av,-27.450171,152.977442,ASHGROVE,Regular with seat,Y,Medium,Easy,NA,20/02/2011,TRUE
1503,302789,Firhill Street - 26,Waterworks Rd,Firhill St,-27.448298,152.971946,ASHGROVE,Intermediate,Y,Medium,Easy,Easy,17/04/2007,TRUE
1504,302844,Firhill Street - 26,Waterworks Rd,Firhill St,-27.448135,152.971993,ASHGROVE,Intermediate,Y,Hard,Easy,Easy,17/04/2007,TRUE
1505,302849,Monoplane Street - 25,Waterworks Rd,Monoplane St,-27.448109,152.974977,ASHGROVE,Intermediate,Y,Medium,Hard,Easy,17/04/2007,TRUE
1506,302788,Monoplane Street - 25,Waterworks Rd,Monoplane St,-27.448189,152.974464,ASHGROVE,Intermediate,Y,Medium,Hard,Easy,17/04/2007,TRUE
1507,302850,"West Ashgrove"""""""" Glory Street",Glory St,Woonga Dr,-27.448106,152.978456,ASHGROVE,Intermediate,Y,Medium,Easy,Easy,17/04/2007,TRUE
1508,NA,'Special Events' OTHAKI RD -A- ACACIA DVE - ASHGRO,ACACIA DR,NA,-27.441822,152.975493,ASHGROVE,NA,NA,NA,NA,NA,NA,TRUE
1509,NA,Glenlyon Drive - District Stop,ACACIA DR,NA,-27.442474,152.978688,ASHGROVE,NA,NA,NA,NA,NA,NA,TRUE
1510,NA,Glenlyon Drive - District Stop,ACACIA DR,NA,-27.442212,152.978619,ASHGROVE,NA,NA,NA,NA,NA,NA,TRUE
1511,302696,Grevillea Road - 39B,Grevillea Rd,Glenlyon Dr,-27.442509,152.979246,ASHGROVE,Regular,Y,Medium,Easy,Easy,19/01/2012,TRUE
1512,302693,Grevillea Road - 39B,Grevillea Rd,Glenlyon Dr,-27.442636,152.979863,ASHGROVE,Regular,Y,Medium,Easy,Medium,19/11/2010,TRUE
1513,302697,Girraween Grove - 39A,Girraween Cr,Oleander Dr,-27.442736,152.983365,ASHGROVE,Intermediate,Y,Hard,Easy,Easy,13/04/2007,TRUE
1514,302692,Girraween Grove - 39A,Girraween Cr,Oleander Dr,-27.442786,152.983579,ASHGROVE,Regular,N,NA,NA,NA,13/04/2007,TRUE
1515,302847,Laird Street - 25C,Laird St,Buckingham St,-27.445316,152.972928,ASHGROVE,Intermediate,N,NA,NA,NA,28/07/2008,TRUE
1517,302848,Royal Parade - 26,Royal Pde,Gresham St,-27.447072,152.974601,ASHGROVE,Intermediate,Y,NA,NA,NA,17/04/2007,TRUE
1518,302845,Gresham Street - 25A,Gresham St,Royal Pde,-27.446915,152.973975,ASHGROVE,Regular with seat,N,NA,NA,NA,17/04/2007,TRUE
1519,302846,Piddington Street - 25B,Piddington St,Laird St,-27.446308,152.973376,ASHGROVE,Intermediate,Y,Medium,Hard,Easy,19/11/2010,TRUE
1520,302690,Arinya Road - 38,Arinya Rd,Moola Rd,-27.438945,152.981152,ASHGROVE,Regular with seat,N,Medium,Medium,Hard,13/04/2007,TRUE
1521,302700,Arinya Road - 38,Arinya Rd,Moola Rd,-27.439009,152.980863,ASHGROVE,Intermediate,Y,Medium,Medium,Hard,13/04/2007,TRUE
1522,NA,false stop at Royal Parade,ROYAL PDE,NA,-27.447041,152.974627,ASHGROVE,NA,NA,NA,NA,NA,NA,TRUE
1523,302699,Arinya Road - 39,Arinya Rd,Mirrabooka Rd,-27.440515,152.983455,ASHGROVE,Intermediate,Y,Medium,Easy,Medium,13/04/2007,TRUE
1524,NA,Moola Road - 37A,MOOLA RD,NA,-27.438431,152.980722,ASHGROVE,NA,NA,NA,NA,NA,NA,TRUE
1525,302701,Frasers Road - 37,Frasers Rd,Nimmo Rd,-27.437787,152.981836,ASHGROVE,Intermediate,Y,Medium,Easy,Hard,13/04/2007,TRUE
1526,302689,Frasers Road - 37,Frasers Rd,Nimmo Rd,-27.437913000000002,152.981822,ASHGROVE,Intermediate,N,Medium,Easy,Medium,13/04/2007,TRUE
1527,302688,Canberra Drive - 36,Canberra Dr,Frasers Rd,-27.437799,152.9834,ASHGROVE,Regular with seat,Y,Medium,Easy,NA,15/03/2011,TRUE
1528,302703,Canberra Drive - 36,Canberra Dr,Frasers Rd,-27.437255,152.983345,ASHGROVE,Intermediate,Y,Medium,Easy,Easy,13/04/2007,TRUE
1529,NA,Frasers Road - 40,FRASERS RD,NA,-27.438339,152.985524,ASHGROVE,NA,NA,Medium,Easy,Medium,NA,TRUE
1531,NA,Frasers Road - 41,MIRRABOOKA RD,NA,-27.438738,152.987351,ASHGROVE,NA,NA,NA,NA,NA,NA,TRUE
1532,NA,Frasers Road - 41,WARDELL ST,NA,-27.438613,152.987377,ASHGROVE,NA,NA,NA,NA,NA,NA,TRUE
